Abbey Gargoyles;Creature — Gargoyle;W;Fifth Edition (Uncommon)/Homelands (Uncommon)/Masters Edition II (Uncommon);0
Carrion Ants;Creature — Insect;B;Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Legends (Rare)/Masters Edition III (Uncommon);0
Casting of Bones;Enchantment — Aura;B;Alliances (Common);0
Castle Sengir;Land;C;Homelands (Uncommon);0
Castle;Enchantment;W;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Seventh Edition (Uncommon);0
Cat Warriors;Creature - Cat Warrior;G;Fifth Edition (Common)/Classic Sixth Edition (Common)/Legends (Common)/Chronicles (Common);0
Cathedral of Serra;Land;C;Legends (Uncommon);0
Cave People;Creature - Human;R;Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/The Dark (Uncommon);0
Caverns of Despair;World Enchantment;R;Legends (Rare);0
Celestial Prism;Artifact;C;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon);0
Celestial Sword;Artifact;C;Ice Age (Rare)/Masters Edition IV (Uncommon);0
Cemetery Gate;Creature — Wall;B;Homelands (Common);0
Centaur Archer;Creature — Centaur Archer;R/G;Ice Age (Uncommon)/Masters Edition (Uncommon);0
Chain Lightning;Sorcery;R;Legends (Common)/Masters Edition III (Common)/Premium Deck Series: Fire and Lightning (Common)/Vintage Masters (Common)/Eternal Masters (Uncommon)/Masterpiece Series: Amonkhet Invocations (Special)/Battlebond (Uncommon)/Jumpstart (Uncommon)/Dominaria Remastered (Common);0
Chain Stasis;Instant;U;Homelands (Rare);0
Chains of Mephistopheles;Enchantment;B;Legends (Rare)/Masters Edition (Rare);0
Chandler;Legendary Creature — Human Rogue;R;Homelands (Common);0
Channel;Instant;G;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/From the Vault: Exiled (Mythic Rare)/Masters Edition IV (Rare)/Vintage Masters (Mythic Rare)/Iconic Masters (Mythic Rare)/Strixhaven Mystical Archive (Mythic Rare);0
Chaos Harlequin;Creature — Human;R;Alliances (Rare);0
Chaos Lord;Creature — Human;R;Ice Age (Rare);0
Chaos Moon;Enchantment;R;Ice Age (Rare);0
Chaos Orb;Artifact;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare);0
Chaoslace;Instant;R;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare);0
Chromatic Armor;Enchantment — Aura;U/W;Ice Age (Rare);0
Chromium;Legendary Creature — Elder Dragon;W/U/B;Legends (Rare)/Chronicles (Rare)/Masters Edition III (Rare);0
Chub Toad;Creature — Frog;G;Fifth Edition (Common)/Ice Age (Common)/Masters Edition (Common);0
Circle of Protection: Artifacts;Enchantment;W;Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Antiquities (Uncommon)/Fifth Dawn (Uncommon);0
Circle of Protection: Black;Enchantment;W;Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Eighth Edition (Uncommon)/Ninth Edition (Uncommon)/Ice Age (Common)/Tempest (Common);0
Circle of Protection: Blue;Enchantment;W;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Eighth Edition (Uncommon)/Ice Age (Common)/Tempest (Common);0
Circle of Protection: Green;Enchantment;W;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Eighth Edition (Uncommon)/Ice Age (Common)/Tempest (Common);0
Circle of Protection: Red;Enchantment;W;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Eighth Edition (Uncommon)/Ice Age (Common)/Tempest (Common);0
Circle of Protection: White;Enchantment;W;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Eighth Edition (Uncommon)/Ice Age (Common)/Tempest (Common);0
Citanul Druid;Creature — Human Druid;G;Antiquities (Uncommon)/Masters Edition IV (Common);0
City in a Bottle;Artifact;C;Arabian Nights (Rare)/Vintage Masters (Mythic Rare);0
City of Brass;Land;C;Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Seventh Edition (Rare)/Eighth Edition (Rare)/Arabian Nights (Uncommon)/Chronicles (Rare)/Masters Edition IV (Rare)/Modern Masters (Rare)/Modern Event Deck 2014 (Rare)/Double Masters 2022 (Rare);0
City of Shadows;Land;C;The Dark (Rare)/Masters Edition III (Rare);0
Clairvoyance;Instant;U;Ice Age (Common);0
Clay Statue;Artifact Creature - Golem;C;Fourth Edition (Common)/Fifth Edition (Common)/Antiquities (Common)/Masters Edition IV (Uncommon);0
Cleanse;Sorcery;W;Legends (Rare)/Masters Edition III (Rare);0
Cleansing;Sorcery;W;The Dark (Rare);0
Clergy of the Holy Nimbus;Creature - Human Cleric;W;Legends (Common);0
Cloak of Confusion;Enchantment — Aura;B;Fifth Edition (Common)/Ice Age (Common)/Masters Edition II (Common);0
Clockwork Avian;Artifact Creature - Bird;C;Fourth Edition (Rare)/Antiquities (Rare)/Beatdown Box Set (Rare)/Masters Edition IV (Uncommon);0
Clockwork Beast;Artifact Creature — Beast;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Beatdown Box Set (Rare)/Masters Edition (Uncommon);0
Clockwork Gnomes;Artifact Creature — Gnome;C;Homelands (Common)/Masters Edition IV (Uncommon);0
Clockwork Steed;Artifact Creature — Horse;C;Fifth Edition (Uncommon)/Homelands (Common)/Masters Edition II (Uncommon);0
Clockwork Swarm;Artifact Creature — Insect;C;Homelands (Common)/Masters Edition IV (Common);0
Clone;Creature — Shapeshifter;U;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Ninth Edition (Rare)/Onslaught (Rare)/Tenth Edition (Rare)/Magic 2010 (Rare)/Magic 2011 (Rare)/Duel Decks: Venser vs. Koth (Rare)/Magic 2013 (Rare)/Magic 2014 Core Set (Rare);0
Coal Golem;Artifact Creature - Golem;C;The Dark (Uncommon)/Masters Edition III (Common);0
Cockatrice;Creature — Cockatrice;G;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Time Spiral "Timeshifted" (Special);0
Cocoon;Enchantment - Aura;G;Legends (Uncommon)/Chronicles (Uncommon);0
Cold Snap;Enchantment;W;Ice Age (Uncommon);0
Colossus of Sardia;Artifact Creature - Golem;C;Fourth Edition (Rare)/Fifth Edition (Rare)/Antiquities (Rare)/Tenth Edition (Rare)/Masters Edition IV (Rare);0
Combat Medic;Creature — Human Cleric Soldier;W;Fallen Empires (Common)/Masters Edition II (Common);0
Conch Horn;Artifact;C;Fallen Empires (Rare);0
Concordant Crossroads;World Enchantment;G;Legends (Rare)/Chronicles (Rare)/Masters Edition III (Rare)/Double Masters 2022 (Mythic Rare);0
Conquer;Enchantment — Aura;R;Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Ice Age (Uncommon)/Masters Edition II (Uncommon);0
Consecrate Land;Enchantment - Aura;W;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Time Spiral "Timeshifted" (Special);0
Conservator;Artifact;C;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon);0
Contagion;Instant;B;Alliances (Uncommon)/Masters Edition (Rare);0
Contract from Below;Sorcery;B;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare);0
Control Magic;Enchantment — Aura;U;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Battle Royale Box Set (Uncommon)/Masters Edition IV (Rare)/Commander 2013 Edition (Uncommon)/Duel Decks: Jace vs. Vraska (Uncommon)/Vintage Masters (Rare)/Eternal Masters (Rare)/Commander Anthology (Uncommon);0
Conversion;Enchantment;W;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Masters Edition IV (Rare);0
Cooperation;Enchantment — Aura;W;Ice Age (Common);0
Copper Tablet;Artifact;C;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Masters Edition (Uncommon);0
Copy Artifact;Enchantment;U;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Masters Edition IV (Rare);0
Coral Helm;Artifact;C;Fourth Edition (Rare)/Fifth Edition (Rare)/Antiquities (Rare)/Masters Edition IV (Uncommon);0
Coral Reef;Enchantment;U;Homelands (Common);0
Cosmic Horror;Creature — Horror;B;Fourth Edition (Rare)/Legends (Rare)/Masters Edition III (Rare);0
Counterspell;Instant;U;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Ice Age (Common)/Tempest (Common)/Mercadian Masques (Common)/Starter 1999 (Uncommon)/Starter 2000 (Common)/Battle Royale Box Set (Common)/Beatdown Box Set (Common)/Duel Decks: Jace vs. Chandra (Common)/Masters Edition II (Uncommon)/Masters Edition IV (Common)/Vintage Masters (Common)/Duel Decks Anthology, Jace vs. Chandra (Common)/Tempest Remastered (Uncommon)/Eternal Masters (Common)/Masterpiece Series: Amonkhet Invocations (Special)/Masters 25 (Common)/Signature Spellbook: Jace (Rare)/Commander Legends (Common)/Strixhaven Mystical Archive (Rare)/Modern Horizons 2 (Rare)/Game Night: Free-For-All (Uncommon)/Dominaria Remastered (Common)/Commander Masters (Common);0
Craw Giant;Creature - Giant;G;Fifth Edition (Uncommon)/Legends (Uncommon)/Time Spiral "Timeshifted" (Special)/Chronicles (Uncommon);0
Craw Wurm;Creature — Wurm;G;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Eighth Edition (Common)/Ninth Edition (Common)/Tenth Edition (Common)/Magic 2010 (Common);0
Creature Bond;Enchantment — Aura;U;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common);0
Crevasse;Enchantment;R;Legends (Uncommon);0
Crimson Kobolds;Creature - Kobold;R;Legends (Common)/Masters Edition III (Common);0
Crimson Manticore;Creature - Manticore;R;Fourth Edition (Rare)/Fifth Edition (Rare)/Legends (Rare)/Masters Edition III (Uncommon);0
Crookshank Kobolds;Creature - Kobold;R;Legends (Common)/Masters Edition (Common);0
Crown of the Ages;Artifact;C;Fifth Edition (Rare)/Ice Age (Rare);0
Crumble;Instant;G;Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Antiquities (Common)/Masters Edition IV (Common);0
Crusade;Enchantment;W;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Masters Edition (Rare)/Duel Decks: Elspeth vs. Tezzeret (Rare);0
Crystal Rod;Artifact;C;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Seventh Edition (Uncommon)/Eighth Edition (Uncommon);0
Cuombajj Witches;Creature — Human Wizard;B;Arabian Nights (Common)/Chronicles (Common)/Masters Edition (Common)/Commander Legends (Uncommon);0
Curse Artifact;Enchantment - Aura;B;The Dark (Uncommon);0
Curse of Marit Lage;Enchantment;R;Ice Age (Rare);0
Cursed Land;Enchantment — Aura;B;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon);0
Cursed Rack;Artifact;C;Fourth Edition (Uncommon)/Antiquities (Uncommon)/Masters Edition (Uncommon);0
Cyclone;Enchantment;G;Arabian Nights (Uncommon)/Chronicles (Rare)/Masters Edition IV (Rare);0
Cyclopean Mummy;Creature — Zombie;B;Fourth Edition (Common)/Legends (Common)/Masters Edition IV (Common);0
Cyclopean Tomb;Artifact;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Masters Edition IV (Rare);0
D'Avenant Archer;Creature - Human Soldier Archer;W;Fifth Edition (Common)/Classic Sixth Edition (Common)/Legends (Common)/Chronicles (Common)/Masters Edition III (Common);0
Dakkon Blackblade;Legendary Creature — Human Warrior;W/U/B;Legends (Rare)/Chronicles (Rare)/Masters Edition (Rare);0
Damping Field;Enchantment;W;Antiquities (Uncommon);0
Dance of Many;Enchantment;U;Fifth Edition (Rare)/The Dark (Rare)/Chronicles (Rare)/Masters Edition III (Uncommon);0
Dance of the Dead;Enchantment — Aura;B;Ice Age (Uncommon)/Masters Edition II (Uncommon);0
Dancing Scimitar;Artifact Creature — Spirit;C;Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Ninth Edition (Uncommon)/Arabian Nights (Rare);0
Dandân;Creature — Fish;U;Fifth Edition (Common)/Arabian Nights (Common)/Time Spiral "Timeshifted" (Special)/Chronicles (Common);0
Dark Banishing;Instant;B;Seventh Edition (Common)/Eighth Edition (Common)/Ninth Edition (Common)/Ice Age (Common)/Mirage (Common)/Tempest (Common)/Masters Edition II (Common)/Duel Decks: Divine vs. Demonic (Common)/Duel Decks Anthology, Divine vs. Demonic (Common)/Tempest Remastered (Common);0
Dark Heart of the Wood;Enchantment;B/G;The Dark (Common)/Ravnica: City of Guilds (Uncommon);0
Dark Maze;Creature — Wall;U;Fifth Edition (Common)/Homelands (Common);0
Dark Ritual;Instant;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Ice Age (Common)/Mirage (Common)/Tempest (Common)/Urza's Saga (Common)/Mercadian Masques (Common)/Battle Royale Box Set (Common)/Beatdown Box Set (Common)/Duel Decks: Divine vs. Demonic (Common)/Planechase (Common)/Duel Decks: Phyrexia vs. the Coalition (Common)/Masters Edition IV (Common)/From the Vault: Twenty (Mythic Rare)/Vintage Masters (Common)/Duel Decks Anthology, Divine vs. Demonic (Common)/Tempest Remastered (Common)/Masterpiece Series: Amonkhet Invocations (Special)/Masters 25 (Common)/Strixhaven Mystical Archive (Rare)/Jumpstart: Historic Horizons (Common)/Warhammer 40,000 Commander (Common);0
Dark Sphere;Artifact;C;The Dark (Uncommon);0
Darkness;Instant;B;Legends (Common)/Time Spiral "Timeshifted" (Special)/Warhammer 40,000 Commander (Common);1
Darkpact;Sorcery;B;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare);0
Daughter of Autumn;Legendary Creature — Avatar;G;Homelands (Rare);0
Deadfall;Enchantment;G;Legends (Uncommon);0
Deadly Insect;Creature — Insect;G;Alliances (Common)/Mercadian Masques (Common)/Beatdown Box Set (Common);0
Death Spark;Instant;R;Alliances (Uncommon)/Masters Edition II (Common);0
Death Speakers;Creature — Human Cleric;W;Fifth Edition (Common)/Homelands (Uncommon)/Masters Edition (Common);0
Death Ward;Instant;W;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Ice Age (Common)/Masters Edition (Common);0
Deathgrip;Enchantment;B;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Masters Edition IV (Rare);0
Deathlace;Instant;B;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare);0
Deep Spawn;Creature - Homarid;U;Fallen Empires (Uncommon)/Masters Edition II (Rare);0
Deep Water;Enchantment;U;The Dark (Common);0
Deflection;Instant;U;Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Seventh Edition (Rare)/Eighth Edition (Rare)/Ice Age (Rare);0
Delif's Cone;Artifact;C;Fallen Empires (Common);0
Delif's Cube;Artifact;C;Fallen Empires (Rare);0
Demonic Attorney;Sorcery;B;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare);0
Demonic Consultation;Instant;B;Ice Age (Uncommon)/Masters Edition II (Uncommon);0
Demonic Hordes;Creature — Demon;B;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Masters Edition IV (Rare);0
Demonic Torment;Enchantment — Aura;B;Legends (Uncommon)/Masters Edition III (Common);0
Demonic Tutor;Sorcery;B;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Duel Decks: Divine vs. Demonic (Uncommon)/Masters Edition IV (Rare)/Vintage Masters (Mythic Rare)/Duel Decks Anthology, Divine vs. Demonic (Uncommon)/Ultimate Masters (Rare)/Ultimate Box Toppers (Special)/Strixhaven Mystical Archive (Mythic Rare)/Commander Masters (Mythic Rare);0
Derelor;Creature - Thrull;B;Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Fallen Empires (Rare)/Masters Edition (Uncommon);0
Desert Nomads;Creature - Human Nomad;R;Arabian Nights (Common);0
Desert Twister;Sorcery;G;Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Arabian Nights (Uncommon)/Mercadian Masques (Uncommon)/Masters Edition III (Uncommon)/Vintage Masters (Uncommon)/Commander 2014 (Uncommon)/Commander 2015 (Uncommon)/Commander Anthology (Uncommon);0
Desert;Land - Desert;C;Arabian Nights (Common)/Time Spiral "Timeshifted" (Special)/From the Vault: Realms (Mythic Rare)/Adventures in the Forgotten Realms Commander (Uncommon)/Special Guests (Mythic Rare);0
Despotic Scepter;Artifact;C;Ice Age (Rare)/Masters Edition II (Rare);0
Detonate;Sorcery;R;Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Antiquities (Uncommon)/Mirrodin (Uncommon)/Masters Edition IV (Uncommon);0
Devouring Deep;Creature - Fish;U;Legends (Common);0
Diabolic Machine;Artifact Creature - Construct;C;Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/The Dark (Uncommon)/Masters Edition IV (Uncommon);0
Diabolic Vision;Sorcery;U/B;Ice Age (Uncommon)/Beatdown Box Set (Uncommon)/Masters Edition II (Uncommon);0
Diamond Valley;Land;C;Arabian Nights (Uncommon)/Masters Edition (Rare);0
Didgeridoo;Artifact;C;Homelands (Rare)/Masters Edition III (Uncommon);0
Diminishing Returns;Sorcery;U;Classic Sixth Edition (Rare)/Alliances (Rare)/Masters Edition (Rare)/Eternal Masters (Rare);0
Dingus Egg;Artifact;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Seventh Edition (Rare)/Eighth Edition (Rare);0
Dire Wolves;Creature — Wolf;G;Ice Age (Common);0
Diseased Vermin;Creature — Rat;B;Alliances (Uncommon);0
Disenchant;Instant;W;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Ice Age (Common)/Mirage (Common)/Tempest (Common)/Urza's Saga (Common)/Mercadian Masques (Common)/Time Spiral "Timeshifted" (Special)/Starter 2000 (Common)/Battle Royale Box Set (Common)/Masters Edition II (Common)/Masters Edition III (Common)/Tempest Remastered (Common)/Conspiracy: Take the Crown (Common)/Iconic Masters (Common)/Masters 25 (Common)/Core Set 2020 (Common)/Zendikar Rising (Common)/Commander Legends (Common)/The Brothers' War (Common);0
